loyalty_number,primary_segment,next_best_action,priority_band,retention_priority_score,recovery_potential_band,recovery_potential_score_v2,clv,loyalty_value_at_risk,clv_tier,loyalty_card,province,city,behavioral_churn,formal_churn,churn_status_group,active_month_rate,inactive_months,flights_last_6m,points_collector_flag,sharp_drop_flag,seasonal_flag
577860,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,High Recovery Potential,85,11042.29,11042.29,Premium Value,Star,Ontario,Trenton,1,0,Silent Risk,0.375,15,0,0,0,0
248196,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,11009.13,11009.13,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.125,21,0,0,0,1
238070,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10996.71,10996.71,Premium Value,Star,Quebec,Hull,1,1,Confirmed Churn,0.0,24,0,0,0,0
296566,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,50,10978.78,10978.78,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.25,18,0,0,1,0
679155,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10978.78,10978.78,Premium Value,Aurora,Alberta,Edmonton,1,0,Silent Risk,0.0,24,0,0,0,0
873297,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,50,10972.07,10972.07,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.25,18,0,0,1,0
719162,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10972.07,10972.07,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.125,21,0,0,0,0
844949,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10972.07,10972.07,Premium Value,Nova,British Columbia,Victoria,1,1,Confirmed Churn,0.0,24,0,0,0,0
958869,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10972.07,10972.07,Premium Value,Star,Manitoba,Winnipeg,1,1,Confirmed Churn,0.0,24,0,0,0,0
575089,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10963.96,10963.96,Premium Value,Nova,Quebec,Hull,1,0,Silent Risk,0.0,24,0,0,0,0
286614,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10896.05,10896.05,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
660098,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10892.91,10892.91,Premium Value,Star,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
233831,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10881.77,10881.77,Premium Value,Aurora,Ontario,Ottawa,1,1,Confirmed Churn,0.0,24,0,0,0,0
222644,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10861.52,10861.52,Premium Value,Aurora,Quebec,Montreal,1,0,Silent Risk,0.0,11,0,0,0,0
534571,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10856.18,10856.18,Premium Value,Star,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
553018,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10856.01,10856.01,Premium Value,Nova,Nova Scotia,Halifax,1,0,Silent Risk,0.0,24,0,0,0,0
414661,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10839.51,10839.51,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
616137,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,10796.45,10796.45,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.1666666666666666,20,0,0,1,0
988234,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10796.45,10796.45,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
921530,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,60,10793.76,10793.76,Premium Value,Star,Yukon,Whitehorse,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
787018,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10787.12,10787.12,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
974738,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10745.98,10745.98,Premium Value,Star,Quebec,Quebec City,1,1,Confirmed Churn,0.0,24,0,0,0,0
314558,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10722.06,10722.06,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
588292,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10721.61,10721.61,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
902421,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,10720.42,10720.42,Premium Value,Star,Manitoba,Winnipeg,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,1
160779,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10706.67,10706.67,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
727072,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10660.9,10660.9,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
268281,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,High Recovery Potential,85,10656.88,10656.88,Premium Value,Star,Alberta,Banff,1,0,Silent Risk,0.375,15,0,0,1,0
488724,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10629.22,10629.22,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
652300,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10622.52,10622.52,Premium Value,Star,Quebec,Tremblant,1,1,Confirmed Churn,0.0,24,0,0,0,0
163723,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10598.54,10598.54,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
233877,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10552.88,10552.88,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
438698,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10541.11,10541.11,Premium Value,Aurora,British Columbia,Kelowna,1,0,Silent Risk,0.0,24,0,0,0,0
978934,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10506.77,10506.77,Premium Value,Aurora,British Columbia,Dawson Creek,1,1,Confirmed Churn,0.0,24,0,0,0,0
578234,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,10484.92,10484.92,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,1
693393,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10484.92,10484.92,Premium Value,Star,Newfoundland,St. John's,1,1,Confirmed Churn,0.0,24,0,0,0,0
738253,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10481.94,10481.94,Premium Value,Nova,Alberta,Edmonton,1,0,Silent Risk,0.0,24,0,0,0,0
459835,Premium Drifter,Personalized premium win-back offer,Critical Priority,90,Medium Recovery Potential,40,10477.68,10477.68,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0909090909090909,10,0,0,1,1
358054,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10461.58,10461.58,Premium Value,Nova,Manitoba,Winnipeg,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
749418,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10442.43,10442.43,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
712636,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,10439.5,10439.5,Premium Value,Star,Quebec,Quebec City,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
821712,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10426.09,10426.09,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
912984,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10408.97,10408.97,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
161546,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10390.67,10390.67,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
437403,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10388.99,10388.99,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
455758,Premium Drifter,Personalized premium win-back offer,Critical Priority,90,High Recovery Potential,75,10357.51,10357.51,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.2083333333333333,19,0,0,1,1
941719,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,10346.32,10346.32,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.25,18,0,0,0,1
646289,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10346.11,10346.11,Premium Value,Star,Ontario,Kingston,1,0,Silent Risk,0.0,24,0,0,0,0
381471,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10339.6,10339.6,Premium Value,Nova,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
952434,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10280.81,10280.81,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
524951,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10272.61,10272.61,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
758322,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10255.8,10255.8,Premium Value,Star,New Brunswick,Moncton,1,0,Silent Risk,0.0,24,0,0,0,0
112894,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10221.81,10221.81,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
311857,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10215.78,10215.78,Premium Value,Aurora,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
836295,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,10213.99,10213.99,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
468534,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10213.56,10213.56,Premium Value,Star,Ontario,Toronto,1,0,Silent Risk,0.0,24,0,0,0,0
472807,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,10209.02,10209.02,Premium Value,Nova,Manitoba,Winnipeg,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
907077,Premium Drifter,Personalized premium win-back offer,Critical Priority,95,High Recovery Potential,75,10208.93,10208.93,Premium Value,Aurora,Ontario,Trenton,1,1,Confirmed Churn,0.4583333333333333,13,0,1,1,0
166677,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,60,10208.93,10208.93,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
138025,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10208.93,10208.93,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
391091,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10196.11,10196.11,Premium Value,Nova,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
395300,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10193.77,10193.77,Premium Value,Nova,Ontario,Ottawa,1,1,Confirmed Churn,0.0,24,0,0,0,0
529988,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10179.72,10179.72,Premium Value,Nova,Ontario,London,1,0,Silent Risk,0.0,24,0,0,0,0
253283,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10169.37,10169.37,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
866295,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10155.3,10155.3,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
652357,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10115.45,10115.45,Premium Value,Star,Alberta,Peace River,1,1,Confirmed Churn,0.0,24,0,0,0,0
230070,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,10083.49,10083.49,Premium Value,Star,Quebec,Hull,1,1,Confirmed Churn,0.125,21,0,0,1,0
985320,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,10083.49,10083.49,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
792932,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10058.74,10058.74,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0416666666666666,23,0,0,0,0
855381,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10058.74,10058.74,Premium Value,Nova,British Columbia,Whistler,1,1,Confirmed Churn,0.25,18,0,0,0,0
140735,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10056.51,10056.51,Premium Value,Aurora,Quebec,Hull,1,1,Confirmed Churn,0.0,24,0,0,0,0
627191,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,10053.55,10053.55,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
329833,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10053.55,10053.55,Premium Value,Nova,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
209107,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,10049.29,10049.29,Premium Value,Star,British Columbia,Kelowna,1,0,Silent Risk,0.0,11,0,0,0,0
658726,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10033.28,10033.28,Premium Value,Aurora,Ontario,Ottawa,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
667678,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,10018.66,10018.66,Premium Value,Star,Ontario,Kingston,1,1,Confirmed Churn,0.0,24,0,0,0,0
135872,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9927.05,9927.05,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0416666666666666,23,0,0,0,0
233437,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,9918.7,9918.7,Premium Value,Nova,Quebec,Quebec City,1,1,Confirmed Churn,0.25,18,0,0,1,0
223081,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9915.9,9915.9,Premium Value,Aurora,Quebec,Tremblant,1,1,Confirmed Churn,0.0,24,0,0,0,0
816406,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9904.98,9904.98,Premium Value,Star,British Columbia,Victoria,1,0,Silent Risk,0.0,24,0,0,0,0
138873,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9890.21,9890.21,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,0
973070,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9880.39,9880.39,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
505871,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9875.09,9875.09,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
468380,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9868.6,9868.6,Premium Value,Nova,Nova Scotia,Halifax,1,0,Silent Risk,0.0,24,0,0,0,0
809301,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9863.5,9863.5,Premium Value,Nova,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
119690,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9837.51,9837.51,Premium Value,Star,Manitoba,Winnipeg,1,0,Silent Risk,0.0,24,0,0,0,0
756043,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9816.53,9816.53,Premium Value,Nova,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
631369,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9816.53,9816.53,Premium Value,Star,Quebec,Hull,1,1,Confirmed Churn,0.0,24,0,0,0,0
541953,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,60,9810.41,9810.41,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.3333333333333333,16,0,0,1,0
606117,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9805.83,9805.83,Premium Value,Nova,British Columbia,Dawson Creek,1,1,Confirmed Churn,0.0,24,0,0,0,0
665031,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9799.18,9799.18,Premium Value,Aurora,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
765446,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9783.63,9783.63,Premium Value,Star,New Brunswick,Fredericton,1,1,Confirmed Churn,0.0,24,0,0,0,0
552235,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9780.85,9780.85,Premium Value,Nova,Quebec,Quebec City,1,1,Confirmed Churn,0.0,24,0,0,0,0
999304,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,50,9778.98,9778.98,Premium Value,Nova,Ontario,Toronto,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,1
137383,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9775.82,9775.82,Premium Value,Star,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
608504,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9766.22,9766.22,Premium Value,Aurora,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
376929,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,40,9753.31,9753.31,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.0909090909090909,10,0,0,1,0
437251,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9732.58,9732.58,Premium Value,Nova,Ontario,Trenton,1,1,Confirmed Churn,0.125,21,0,0,0,0
153075,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9726.55,9726.55,Premium Value,Star,Ontario,London,1,1,Confirmed Churn,0.0,24,0,0,0,0
305618,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9710.29,9710.29,Premium Value,Star,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
400513,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9688.33,9688.33,Premium Value,Aurora,Quebec,Montreal,1,0,Silent Risk,0.0,24,0,0,0,0
182531,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,High Recovery Potential,75,9672.7,9672.7,Premium Value,Nova,British Columbia,Vancouver,1,0,Silent Risk,0.4166666666666667,14,0,0,1,0
610631,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9667.13,9667.13,Premium Value,Nova,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
257393,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9624.52,9624.52,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
242637,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9594.78,9594.78,Premium Value,Nova,Quebec,Montreal,1,1,Confirmed Churn,0.0,24,0,0,0,0
201898,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,9591.03,9591.03,Premium Value,Aurora,Ontario,Ottawa,1,1,Confirmed Churn,0.2083333333333333,19,0,0,0,1
175387,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,High Recovery Potential,75,9587.33,9587.33,Premium Value,Nova,Ontario,Toronto,1,0,Silent Risk,0.25,18,0,0,1,0
348238,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,50,9575.36,9575.36,Premium Value,Nova,New Brunswick,Fredericton,1,1,Confirmed Churn,0.125,21,0,0,1,0
183748,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,High Recovery Potential,85,9547.71,9547.71,Premium Value,Star,Ontario,Kingston,1,0,Silent Risk,0.5416666666666666,11,0,0,1,0
155623,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9540.92,9540.92,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
472589,Premium Drifter,Personalized premium win-back offer,Critical Priority,85,Medium Recovery Potential,60,9521.22,9521.22,Premium Value,Star,Newfoundland,St. John's,1,1,Confirmed Churn,0.4583333333333333,13,0,0,1,0
716371,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9487.72,9487.72,Premium Value,Nova,Ontario,Trenton,1,1,Confirmed Churn,0.0,24,0,0,0,0
797187,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,9472.96,9472.96,Premium Value,Nova,Saskatchewan,Regina,1,1,Confirmed Churn,0.0416666666666666,23,0,0,0,1
589818,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9472.96,9472.96,Premium Value,Star,Nova Scotia,Halifax,1,0,Silent Risk,0.0416666666666666,23,0,0,0,0
883606,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9470.27,9470.27,Premium Value,Nova,British Columbia,Whistler,1,1,Confirmed Churn,0.0,24,0,0,0,0
304764,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,50,9429.08,9429.08,Premium Value,Aurora,Nova Scotia,Halifax,1,1,Confirmed Churn,0.25,18,0,0,0,0
626510,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9422.57,9422.57,Premium Value,Aurora,Ontario,Toronto,1,1,Confirmed Churn,0.0,24,0,0,0,0
587769,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9421.1,9421.1,Premium Value,Star,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
509149,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,60,9415.53,9415.53,Premium Value,Aurora,Ontario,Kingston,1,1,Confirmed Churn,0.2916666666666667,17,0,0,0,0
140769,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9414.94,9414.94,Premium Value,Nova,Ontario,Trenton,1,0,Silent Risk,0.0,24,0,0,0,0
703278,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9409.14,9409.14,Premium Value,Star,British Columbia,Whistler,1,0,Silent Risk,0.0,24,0,0,0,0
364372,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9406.38,9406.38,Premium Value,Nova,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
892000,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9378.9,9378.9,Premium Value,Aurora,British Columbia,Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
746796,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,9378.63,9378.63,Premium Value,Star,British Columbia,Vancouver,1,1,Confirmed Churn,0.0833333333333333,22,0,0,0,1
854835,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9366.82,9366.82,Premium Value,Aurora,Ontario,Trenton,1,1,Confirmed Churn,0.0416666666666666,23,0,0,0,0
255818,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,40,9350.87,9350.87,Premium Value,Aurora,British Columbia,Whistler,1,1,Confirmed Churn,0.125,21,0,0,0,1
289134,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9343.2,9343.2,Premium Value,Nova,British Columbia,Vancouver,1,0,Silent Risk,0.0,24,0,0,0,0
540901,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9338.08,9338.08,Premium Value,Nova,British Columbia,West Vancouver,1,1,Confirmed Churn,0.0,24,0,0,0,0
385747,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9337.9,9337.9,Premium Value,Nova,Manitoba,Winnipeg,1,0,Silent Risk,0.0,24,0,0,0,0
933779,Premium Drifter,Personalized premium win-back offer,Critical Priority,75,Medium Recovery Potential,65,9333.33,9333.33,Premium Value,Nova,Quebec,Montreal,1,0,Silent Risk,0.0833333333333333,22,0,0,0,1
152007,Premium Drifter,Personalized premium win-back offer,Critical Priority,90,Medium Recovery Potential,40,9322.09,9322.09,Premium Value,Aurora,Alberta,Calgary,1,1,Confirmed Churn,0.1666666666666666,20,0,0,1,1
783610,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,40,9320.28,9320.28,Premium Value,Nova,Ontario,Toronto,1,1,Confirmed Churn,0.1666666666666666,20,0,0,0,0
542636,Premium Drifter,Personalized premium win-back offer,Critical Priority,70,Medium Recovery Potential,65,9312.59,9312.59,Premium Value,Aurora,British Columbia,Whistler,1,0,Silent Risk,0.0,24,0,0,0,0
